R,F,M,Cluster
0.4116766467065869,0.0,0.0005190749312547456,3
0.5763473053892216,0.0,0.005409532961258134,0
0.31287425149700604,0.0,0.005019154293950846,3
0.5838323353293414,0.01801801801801802,0.018150463092056437,0
0.023952095808383235,0.0,0.015748132831703895,2
0.9026946107784432,0.0,0.005795621753100506,1
0.15269461077844312,0.009009009009009009,0.02769972587695779,2
0.5464071856287426,0.02702702702702703,0.023675822690867283,0
0.020958083832335328,0.0,0.009695118550708473,2
0.8023952095808384,0.0,0.00991390219941915,1
0.4266467065868264,0.0,0.005795621753100506,3
0.56437125748503,0.0,0.001033859987044576,0
0.9685628742514971,0.0,0.0023637213811683044,1
0.005988023952095809,0.0,0.004963385912906948,2
0.3862275449101797,0.04504504504504505,0.05681511065733761,3
0.1437125748502994,0.0,0.0013298613941237283,2
0.24850299401197604,0.0,0.004508659113625931,3
0.18113772455089822,0.009009009009009009,0.006597828465039659,2
0.6497005988023953,0.0,0.005795621753100506,0
0.1751497005988024,0.009009009009009009,0.029990519375222534,2
0.5823353293413174,0.009009009009009009,0.0048218200225647444,0
0.7320359281437127,0.0,0.00279270892765983,0
0.6122754491017964,0.0,0.005443851964977456,0
0.4520958083832336,0.009009009009009009,0.006705075351662541,3
0.4356287425149701,0.0,0.0008579750929830506,3
0.18562874251497005,0.0,0.0024495188904666097,2
0.8547904191616768,0.0,0.010428687255208981,1
0.8892215568862276,0.0,0.01428957517363271,1
0.4790419161676647,0.0,0.0041611792009677954,3
0.6676646706586827,0.0,0.0023637213811683044,0
0.46706586826347307,0.02702702702702703,0.015619436567756436,3
0.19011976047904192,0.0,0.008283749522751354,2
0.7020958083832336,0.0,0.0019905022157206778,0
0.02245508982035928,0.01801801801801802,0.039076475609913036,2
0.2574850299401198,0.009009009009009009,0.01987499302895237,3
0.6721556886227545,0.01801801801801802,0.017030805595713554,0
0.5553892215568863,0.0,0.005409532961258134,0
0.20808383233532934,0.0,0.005795621753100506,2
0.7335329341317366,0.0,0.0028742165614932197,0
0.6032934131736527,0.009009009009009009,0.012307652708841862,0
0.6317365269461078,0.0,0.002659722788247457,0
0.035928143712574856,0.02702702702702703,0.005478170968696778,2
0.4041916167664671,0.0,0.0040281930615554224,3
0.12574850299401197,0.01801801801801802,0.028669237732028636,2
0.09880239520958084,0.0,0.007811863221610676,2
0.1407185628742515,0.0,0.0074386440561630485,2
0.4041916167664671,0.01801801801801802,0.0531558468857649,3
0.7574850299401198,0.0,0.0023637213811683044,1
0.5733532934131738,0.009009009009009009,0.02316961738600728,0
0.5194610778443114,0.009009009009009009,0.01669190543398525,0
0.17365269461077845,0.009009009009009009,0.0090559271064361,2
0.5898203592814372,0.0,0.007082584392575083,0
0.2844311377245509,0.009009009009009009,0.016434512906090337,3
0.15868263473053892,0.009009009009009009,0.01059170252287576,2
0.04940119760479043,0.1081081081081081,0.15391644180569436,2
0.7080838323353295,0.0,0.009176043619453726,0
0.023952095808383235,0.08108108108108107,0.05224639328720287,2
0.029940119760479045,0.08108108108108107,0.09978250331392878,2
0.4176646706586827,0.0,0.0080435164967161,3
0.6032934131736527,0.0,0.00965221979605932,0
0.2904191616766467,0.036036036036036036,0.02448231927827135,3
0.6122754491017964,0.0,0.004894747905468303,0
0.05089820359281438,0.009009009009009009,0.004216947582011694,2
0.40868263473053895,0.0,0.002419489762212203,3
0.01347305389221557,0.009009009009009009,0.007507282063601693,2
0.2964071856287426,0.0,0.0023980403848876267,3
0.07485029940119761,0.02702702702702703,0.007657427704873727,2
0.811377245508982,0.0,0.0028356076823089823,1
0.7934131736526947,0.0,0.0019905022157206778,1
0.970059880239521,0.0,0.00415688932550288,1
0.27994011976047906,0.01801801801801802,0.010467296134393218,3
0.8443113772455091,0.0,0.005366634206608981,1
0.30688622754491024,0.01801801801801802,0.011754258773867795,3
0.7724550898203594,0.0,0.004508659113625931,1
0.36526946107784436,0.01801801801801802,0.020865954261347793,3
0.9146706586826348,0.0,0.005795621753100506,1
0.4251497005988024,0.01801801801801802,0.012732350379868472,3
0.8023952095808384,0.009009009009009009,0.003817989163774575,1
0.3203592814371258,0.009009009009009009,0.0019261540837469488,3
0.45359281437125754,0.0,0.0032216964741513554,3
0.7500000000000001,0.0,0.005988666149021693,1
0.7964071856287426,0.0,0.0019905022157206778,1
0.2215568862275449,0.009009009009009009,0.01719811073884525,2
0.10928143712574852,0.0,0.004079671567134405,2
0.2604790419161677,0.04504504504504505,0.028660657981098805,3
0.002994011976047905,0.009009009009009009,0.010561673394621354,2
0.6302395209580839,0.01801801801801802,0.03753641031800846,0
0.658682634730539,0.036036036036036036,0.0626064425349732,0
0.9116766467065869,0.0,0.004019613310625592,1
0.002994011976047905,0.02702702702702703,0.01491160711604542,2
0.8532934131736528,0.0,0.010857674801700506,1
0.534431137724551,0.07207207207207207,0.146645102892663,0
0.2949101796407186,0.01801801801801802,0.018793944411793724,3
0.8727544910179641,0.0,0.013603195099246268,1
0.3787425149700599,0.009009009009009009,0.00694101850223288,3
0.01347305389221557,0.036036036036036036,0.06478998914661506,2
0.3218562874251497,0.01801801801801802,0.012856756768351013,3
0.18862275449101795,0.0,0.007082584392575083,2
0.6841317365269461,0.02702702702702703,0.029638749587099486,0
0.04191616766467066,0.07207207207207207,0.020647170612637114,2
0.06137724550898205,0.009009009009009009,0.017635678036266606,2
0.4326347305389222,0.036036036036036036,0.023980403848876265,3
0.3323353293413174,0.01801801801801802,0.017013646093853894,3
0.3203592814371258,0.0,0.0169021093317661,3
0.08982035928143714,0.0,0.006730814604452032,2
0.21107784431137724,0.0,0.0001758848940615254,2
0.7559880239520959,0.0,0.004937646660117456,1
0.5299401197604791,0.01801801801801802,0.013611774850176098,0
0.9610778443113773,0.0,0.012376290716280505,1
0.19610778443113772,0.06306306306306306,0.05002423779637676,2
0.43113772455089827,0.009009009009009009,0.00440999197793288,3
0.6526946107784432,0.02702702702702703,0.029184022787818467,0
0.025449101796407185,0.4054054054054054,0.5633550258036009,2
0.5164670658682635,0.009009009009009009,0.003118739462993389,0
0.062874251497006,0.0,0.0023637213811683044,2
0.2979041916167665,0.01801801801801802,0.02131639118516389,3
0.658682634730539,0.0,0.0019905022157206778,0
0.25898203592814373,0.01801801801801802,0.025782151544140673,3
0.035928143712574856,0.07207207207207207,0.0698348826933554,2
0.04940119760479043,0.01801801801801802,0.012217565324078642,2
0.49850299401197606,0.009009009009009009,0.010724688662288134,0
0.037425149700598806,0.06306306306306306,0.04665668555641829,2
0.16167664670658682,0.04504504504504505,0.028810803622370842,2
0.016467065868263474,0.009009009009009009,0.02620684921516728,2
0.4266467065868264,0.0,0.0008150763383338981,3
0.2889221556886228,0.01801801801801802,0.02022676281707542,3
0.7230538922155689,0.0,0.0019905022157206778,0
0.3323353293413174,0.036036036036036036,0.030668319698679145,3
0.29940119760479045,0.0,0.0028356076823089823,3
0.3218562874251497,0.0,0.013260005062053049,3
0.6646706586826348,0.0,0.005872839511468981,0
0.05988023952095809,0.0,0.0008579750929830506,2
0.9850299401197605,0.0,0.004590166747459321,1
0.3098802395209581,0.0,0.005409532961258134,3
0.8488023952095809,0.01801801801801802,0.0413157906025988,1
0.4910179640718563,0.0,0.0017416894387555929,0
0.0014970059880239522,0.0990990990990991,0.3035001093918243,2
0.251497005988024,0.009009009009009009,0.011711360019218641,3
0.02694610778443114,0.0,0.005409532961258134,2
0.9041916167664671,0.0,0.0019905022157206778,1
0.9071856287425151,0.0,0.0036506840206428806,1
0.5434131736526947,0.0,0.001033859987044576,0
0.4850299401197605,0.009009009009009009,0.007074004641645252,0
0.908682634730539,0.0,0.0020162414685101692,1
0.31287425149700604,0.0,0.004963385912906948,3
0.45359281437125754,0.0,0.005795621753100506,3
0.251497005988024,0.04504504504504505,0.036820001115367616,3
0.9206586826347306,0.0,0.012033100679087286,1
0.8488023952095809,0.0,0.00279270892765983,1
0.2634730538922156,0.01801801801801802,0.024280695131420334,3
0.12125748502994013,0.0,0.00415688932550288,2
0.11077844311377247,0.009009009009009009,0.012732350379868472,2
0.3323353293413174,0.0,0.009819524939191015,3
0.4835329341317366,0.0,0.0041611792009677954,0
0.002994011976047905,0.01801801801801802,0.030162114393819144,2
0.8727544910179641,0.0,0.005795621753100506,1
0.4296407185628743,0.0,0.002419489762212203,3
0.3263473053892216,0.0,0.002831317806844067,3
0.36826347305389223,0.02702702702702703,0.06087762272261235,3
0.12125748502994013,0.0,0.005872839511468981,2
0.8248502994011977,0.0,0.00560257735717932,1
0.438622754491018,0.0,0.0005190749312547456,3
0.9176646706586827,0.0,0.0019905022157206778,1
0.17664670658682635,0.0,0.00279270892765983,2
0.8068862275449102,0.009009009009009009,0.01185721578502576,1
0.2844311377245509,0.07207207207207207,0.24820790452453162,3
0.16017964071856286,0.02702702702702703,0.016254338136563896,2
0.1032934131736527,0.09009009009009009,0.06522326656857151,2
0.8937125748502994,0.009009009009009009,0.014366792932001183,1
0.4056886227544911,0.009009009009009009,0.01771289579463508,3
0.43712574850299407,0.0,0.0013298613941237283,3
0.3817365269461078,0.009009009009009009,0.01607845324250237,3
0.14221556886227546,0.04504504504504505,0.03281325743113677,2
0.2410179640718563,0.0,0.01700077646745915,3
0.751497005988024,0.0,0.012058839931876777,1
0.0688622754491018,0.0,0.005795621753100506,2
0.017964071856287425,0.036036036036036036,0.027056244557220503,2
0.5508982035928144,0.0,0.0041611792009677954,0
